皮得,precious,0.19296996703133248
美美,inspiration,0.19296951767416975
弥合,meeting,0.1929690843102354
大灾难,catastrophe,0.19296896471782068
草帽,tricked,0.19296362906054504
普遍,universal,0.1929523028401508
工作起来,work,0.19295097731708433
偏移,drifting,0.19294951109166172
漂动,drifting,0.19294951109166172
全厂,had,0.19294878561065976
另选,try,0.19294507794241764
相思,yearning,0.19294030695344389
次数,often,0.19293986000300786
大草原,predominantly,0.1929387404153648
痛揍,redneck,0.19293642843912656
活火山,explode,0.19293264960644546
华贵,stately,0.19291166677626104
莎莉,sally,0.19291035212789154
防疫针,injections,0.19291031567404923
主动,offer,0.19290313767905753
剖析,take,0.19290206260253281
多钟,minute,0.19289899521325665
车棚,an,0.1928866907987145
开边,an,0.1928866907987145
怪模怪样,crumpled,0.19288455540164712
次要方面,attribute,0.19288235171324222
非本质,attribute,0.19288235171324222
赶车,tore,0.1928726874067405
一大批,large,0.19286820382020414
须得,figure,0.19286688389549725
成批,sale,0.19286635931111404
魂灵,revered,0.1928656144381963
鼎盛,it,0.19285995512986978
太笨,too,0.19285660540436403
戏票,tickets,0.19285202209701172
遮掩起来,hide,0.19284867976066458
代理权,authority,0.1928473265509689
迁往,to,0.19284519175063894
桐油,tung,0.19283598794982643
门罗,gloria,0.19283528788715354
滚到,and,0.19283038975285086
数码,number,0.19282885085794965
错失,end,0.19282091139194416
连起来,end,0.19282091139194416
大菜,as,0.1928199526872395
参赛者,the,0.19280869111642274
波折,checkered,0.19280400952429855
毁坏,that,0.19280277566110007
户内,indoor,0.19279954248896655
透入,narrow,0.19278515449117406
骨髓,narrow,0.19278515449117406
生活方式,way,0.1927789692343862
宽心,appease,0.19276637339113806
稍大,trifle,0.19276404516628903
单调,dull,0.19274991516118783
一无所求,asked,0.19274872707875174
纯属偶然,quite,0.19274522041377376
四五,five,0.19274417673121805
巨石,monolithic,0.1927373687868845
哭起来,burst,0.19273244066577905
大幅度,drastically,0.1927203907809646
起更,provoke,0.1927189323246643
防御者,stand,0.19271524762694459
伯恩,burns,0.19271254365336563
纲,kingdom,0.19270431635384366
冷清,ghost,0.19269934460900076
团团,fluff,0.19269336805602097
体弱多病,health,0.19268745754817102
一弯,bend,0.19267943821514727
开胃,start,0.19267506510218865
手写体,printed,0.19266993593602025
观点,view,0.19266684473558318
始终保持,value,0.19266562475215127
大汉族主义,chauvinism,0.19265891066446741
军,army,0.19265290017808637
会过,ll,0.19264756348140413
边做,we,0.19264294267549759
宿处,lodging,0.19263713526928986
留不住,set,0.19263688878015928
料场,yard,0.19263282417155309
摇的,ostentation,0.19263274794927643
靠左,left,0.19262988579357987
四至,four,0.19262133693837521
椅背,lean,0.1926099454937754
享用,get,0.19259414574356123
欣喜若狂,was,0.1925917134751163
够得着,reach,0.19258594994859812
冷疗法,temperatures,0.1925852758315015
低温,temperatures,0.1925852758315015
西街,conveniences,0.19258226222273703
管区,district,0.1925767794277446
民间艺术,art,0.19257363708239122
鲸油,hunting,0.19256691320654667
猎获,hunting,0.19256691320654667
不用,not,0.19256683344186964
深造,study,0.19255530117221023
倾斜,to,0.19255525799910914
撂下,secure,0.19255408952314454
变种,exhibiting,0.19255185503380512
被乘数,number,0.19255036791202926
相乘,number,0.19255036791202926
当家作主,masters,0.19254838143784114
如因,intractable,0.19253378559563988
见死不救,dying,0.1925304415610917
欢宴,bash,0.19252933190661412
洞口,mouth,0.19252631519484364
记载下来,winston,0.1925133150722953
答话,answer,0.19250638527449504
彩色,color,0.19250295397568123
闲荡,around,0.1925021824262906
并邀,getting,0.19250152480888877
恨之入骨,a,0.19249732995161833
无休止,endless,0.19249150840586776
苦痛,agonize,0.1924896911947157
清漆,varnished,0.19248588689216387
惊恐万分,noises,0.19247994631965445
虽无,a,0.19247862087594617
导师,teacher,0.19246405427314225
驱动,by,0.19245805548059525
为国牺牲,died,0.19244572082528824
十小时,hours,0.19244511615959645
上旋,resulting,0.19243059407797
傻,fool,0.19242881968369618
AD,ad,0.19242782909683984
谩骂,fire,0.19242501496578757
解放出来,hands,0.19242296659877273
六部,buses,0.19241254439344066
片在,the,0.19240796299914734
衬托出,figure,0.1924076032723196
身段,figure,0.1924076032723196
异想天开,fantastic,0.1924009797372132
护好,peace,0.19239943861242853
任务分配,apportioned,0.19239930594474047
令郎,wedding,0.19239047832437658
喜结良缘,wedding,0.19239047832437658
停战,truce,0.19238686454577994
诗抄,poems,0.1923865537837646
打下来,poems,0.1923865537837646
观光客,tourists,0.19238518230051815
蒙哥,montgomery,0.19237656300599415
启齿,shy,0.1923761668845998
骑到,my,0.19237165328613215
默认,implied,0.192365207542099
条列,offerings,0.1923647796267306
启蒙,initiated,0.19236399643746338
含笑,wreathed,0.19235740823912767
沦陷,fall,0.1923565632322338
拜见,prospect,0.1923527313480337
擅于,at,0.19235261783680585
性情急躁,temper,0.19235249575515814
击毙,shot,0.19235107684763866
象是,impression,0.19235074963194526
气吁吁,puffing,0.19234623124660336
牧场,pasture,0.19234040010924708
相符合,variance,0.19233540247315026
有志者事竟成,there,0.1923149068101958
国有,state,0.19230955094367908
稀释液,thinned,0.19230852352515154
点着,up,0.1923006491268946
太厚,too,0.1922892502714757
剧情,action,0.1922751410992915
必胜,pass,0.19227388345893234
政协委员,junta,0.19227055484580166
按得,buttons,0.19226648383977468
骑在,on,0.19226610844896255
知晓,impressed,0.19226205393492288
但能,his,0.19226118534502767
勾结,with,0.19225162583889435
烈,up,0.19225143642218875
艰钜,formidable,0.19224806592754712
金星,venus,0.19223530853992282
水塘,pool,0.1922246204509242
切身利益,are,0.1922229414572902
存取方法,method,0.1922196075230871
靠的,on,0.1922158058975681
度假区,holidays,0.192215110130162
替换,of,0.19219349201544306
张开着,mouths,0.19219127530265492
谈完,finished,0.1921895249037359
沙土,sand,0.19218785078489548
陷进,in,0.1921821573443176
施用,proud,0.192179979674986
伦理学,moral,0.19217991167191276
沈闷,dismal,0.1921771324984271
国一,england,0.19216923086075463
谋取,for,0.19216247064424177
仍去,regress,0.19216130229994333
搓,twist,0.1921582999480237
连了,confession,0.1921570364471889
保有,tenure,0.19215435923421229
偿清,off,0.1921543312679009
综合,complex,0.192151270243286
接点,attachment,0.19214601937036255
卤,thickening,0.1921434595794087
备好,been,0.19214114338087462
激情,passion,0.192137250831762
极想,teeth,0.19213522997184124
空架子,has,0.19213466173859725
栽,plant,0.19212694512754755
当做,as,0.1921080943670506
外形,resembling,0.19210388650939134
上乘,are,0.1920852651683812
烧焦,burning,0.19208135635663773
匀,nest,0.19207289086412604
黄粱美梦,paradise,0.19207153067401167
灌制,earliest,0.19206772304062936
近的,close,0.1920631367211003
足趾,digits,0.1920604901038273
完全正确,right,0.19205084895154054
拍照,camera,0.19205003055316955
其二,those,0.19204882893757164
老吴,lao,0.1920377590609851
进身,steppingstone,0.1920300623266237
踏脚石,steppingstone,0.1920300623266237
凹进,cove,0.19202836080770183
姑,aunt,0.19202653817604992
144,book,0.19202092203865817
坠落,abrupt,0.19201852836781033
涡轮螺旋桨飞机,turboprop,0.19200260747947762
涡轮,turboprop,0.19200260747947762
几乎不,hardly,0.19199379507173067
平分,between,0.19198539282038313
包装材料,packing,0.19198289776409214
退给,back,0.19197516031892484
have,conjugate,0.19196524720836144
时态变化,conjugate,0.19196524720836144
五顶,five,0.1919605855564632
一口咬定,alleges,0.19195757268600233
茅屋,shack,0.191952952366308
承,to,0.19195045760224477
银线,trimming,0.1919500268996043
通带,trimming,0.1919500268996043
调情,flirting,0.19194638530517114
1841,who,0.19194077350815933
行家,a,0.19193927165656355
遵守纪律,disciplinary,0.19193780140795103
专业人士,considered,0.19193624329255457
相撞,the,0.1919345913634148
乌头,source,0.1919188916592472
笼,the,0.19191852314465807
所持,her,0.19191531085841168
大猩猩,gorilla,0.1919132193303654
制造厂,factory,0.1919100677355014
逃到,fled,0.19190678301240624
赠送,gift,0.19190416052669873
传送带,materials,0.19190237164494367
精义,sermon,0.19189732156634845
擦擦,wipe,0.19189286896105387
笑了起来,laughing,0.1918826376919403
定是,be,0.1918784845208162
蹒跚而行,a,0.19187801359836437
同量异位素,numbers,0.19187337070844862
原子质量,numbers,0.19187337070844862
325,insure,0.19186968307094537
适中,moderate,0.1918691908041791
灌木,bushes,0.19186513743945624
装蒜,posing,0.19186376156605
乱,about,0.19186298310814387
绷,as,0.1918614845680086
招手,beckoned,0.19186116849294113
连锁反应,chain,0.19185642970076466
存储点,distributing,0.1918535100873918
汽酒,sparkling,0.19184973540005887
审理,trial,0.1918468623561686
名牌,name,0.19183574615867086
一语双关,involved,0.1918294460377683
天生,naturally,0.19182557910039635
酬金,fee,0.19182473701662114
显示文件,appear,0.1918230734259151
为之一新,new,0.19182291103820584
询,inquiry,0.1918191226911546
椅套,covers,0.1918173859861876
林荫道,avenue,0.19181202107096768
洗澡水,been,0.1917959938765548
提供者,provider,0.1917921774806185
结的,the,0.19179048277521515
生龙活虎,tigers,0.19178878959769013
悬岩,tigers,0.19178878959769013
战斗英雄,heroes,0.19178635350333886
审议会,in,0.19178538628145708
中南美洲,in,0.19178538628145708
从父,rallied,0.19178405214387098
之外,of,0.19178136181149133
自己,himself,0.19178040690546316
得势,power,0.19177999424776523
瞒,back,0.19177056630341974
全不知,picture,0.19176984292513982
举止端庄,having,0.19176465340824006
郁,gloomy,0.1917645274022243
字节数,bits,0.19176186770912945
微型机,bits,0.19176186770912945
大型机,bits,0.19176186770912945
加工,processing,0.19176059342569476
茬,back,0.19175623171354947
登山,mountaineer,0.19175454321254154
初步,preliminary,0.19175286275197523
浸入,immersed,0.19175127352983912
合谐,unusually,0.19174989918604055
凡响,unusually,0.19174989918604055
同性恋者,happier,0.19174602309346758
显达,by,0.19174239835665116
善行,by,0.19174239835665116
赢的,win,0.19173994453290633
老底,casting,0.19173931725883167
抑抑扬格,foot,0.19173498087116483
高低不平,path,0.1917214947662269
风箱,accordion,0.1917175306378018
Yes,yes,0.19171652357891367
积极参与,part,0.19171600889969623
绝招,card,0.1917075451506849
强手,useful,0.19170448094912274
苍天,god,0.19170268867854742
长成,into,0.19169992213016876
为时,disapproval,0.19169259920955337
哗众取宠,gallery,0.19168560732131762
外流,creamed,0.1916839129900138
玩到,until,0.19168148781456756
双簧管,oboist,0.19167090499683767
找死,courting,0.1916569299298804
神仙,subject,0.19165363177261774
儿科学,pediatrics,0.19165282771983486
长河,emerged,0.1916516770484508
Gordon,heart,0.19164113114345352
1989,closing,0.1916387052028672
校服,school,0.1916365755480581
显得,the,0.19163435791642017
好累,exhausting,0.19163338715704434
爱探听,nosy,0.19163247842251616
民家,house,0.1916311638287023
鱼腥味,house,0.1916311638287023
摇钱树,jos,0.19162838058116805
谢神,am,0.19162588546392118
活人,am,0.19162588546392118
40,forty,0.19162507862569278
忧虑感,imminence,0.19161752474048258
牙髓病学,dental,0.19161488793297593
挤作一团,together,0.19161204266357643
赎,made,0.19160589455966684
岁入,would,0.19159966386828492
约鲁巴,south,0.19159923218947614
中南,south,0.19159923218947614
固定装置,securing,0.19158089083668478
生殖器,parts,0.19157931151872465
糟蹋,by,0.19157783779554785
大好时光,time,0.19157397300049905
影像,image,0.19156884838121818
日产量,daily,0.19156410883410072
扣留,and,0.19156168654464184
得劲,so,0.19155079390540336
调得,cooked,0.1915369322041644
医疗费,make,0.1915194302412148
补药,tonic,0.1915173269021997
碌碌无为,stop,0.1915158405010234
且有,napped,0.19151336282591191
开垦,have,0.1915058100512654
烘,the,0.1914953952440426
搁不住,keep,0.19149001982626734
几朵,shame,0.1914864307115256
寒碜,shame,0.1914864307115256
之苦,had,0.19148220167602825
主家,sleeps,0.19148091401236894
放牧地,graze,0.1914805636242169
总说,say,0.19144902828805638
发笑,laughed,0.19144572588391
崭新,new,0.19144508569434884
块钱,yuan,0.19144218021079334
没有用,no,0.19144027023126867
钓竿,at,0.19143608804289663
竹竿,at,0.19143608804289663
砍伐,fells,0.19142927298186257
斥,cavalierly,0.19142132302118328
佛洛依德,cavalierly,0.19142132302118328
屠,slaughter,0.19141769053878072
阿曼,amanda,0.19139875113461322
咽下去,swallow,0.19139460398402597
快车,fast,0.19139316186563793
姐夫,s,0.19137905111293996
贸贸然,burst,0.19137699431661617
一字不漏,word,0.1913728467114209
扳动,pressed,0.1913611663007946
械,pressed,0.1913611663007946
掮客,agent,0.19132042783781852
竹杠,agent,0.19132042783781852
庭院,yard,0.19131951810511305
有几件事,couple,0.19131683350196316
学习进步,begun,0.1913143049814431
1535,served,0.191310962879308
索价,asking,0.1913024602080258
守卫,guard,0.1912947059253607
搭车,lift,0.19129210837194147
原稿,script,0.19128477749687792
擦去,from,0.19128262415370909
检索,retrieval,0.19128044298769392
颁布法律,enacts,0.19127024898203998
早些时候,earlier,0.19126287549025758
背风,leeside,0.1912619232673666
锤,hammered,0.19126070050692323
吃菜,vegetables,0.1912555812372115
博尔顿,bolton,0.1912530125422019
全额,net,0.1912456182760212
红艳艳,fire,0.19124304866077255
星级饭店,star,0.1912194476636213
史家,historians,0.1912177277564966
